Year,City,Host_Country,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1948,London,GBR,Rowing,Rowing,"FANETTI, Felice",ITA,Men,Coxless Pair (2-),Bronze
1948,London,GBR,Rowing,Rowing,"LAURIE, William",GBR,Men,Coxless Pair (2-),Gold
1948,London,GBR,Rowing,Rowing,"WILSON, John",GBR,Men,Coxless Pair (2-),Gold
1948,London,GBR,Rowing,Rowing,"KALT, Hans",SUI,Men,Coxless Pair (2-),Silver
1948,London,GBR,Rowing,Rowing,"KALT, Josef",SUI,Men,Coxless Pair (2-),Silver
1948,London,GBR,Rowing,Rowing,"JONES, William",URU,Men,Double Sculls (2X),Bronze
1948,London,GBR,Rowing,Rowing,"RODRIGUEZ, Juan A.",URU,Men,Double Sculls (2X),Bronze
1948,London,GBR,Rowing,Rowing,"BURNELL, Richard Desborough",GBR,Men,Double Sculls (2X),Gold
1948,London,GBR,Rowing,Rowing,"BUSHNELL, Bertram Herbert Th.",GBR,Men,Double Sculls (2X),Gold
1948,London,GBR,Rowing,Rowing,"LARSEN, Aage Ernst",DEN,Men,Double Sculls (2X),Silver
1948,London,GBR,Rowing,Rowing,"PARSNER, Ebbe Vestermann",DEN,Men,Double Sculls (2X),Silver
1948,London,GBR,Rowing,Rowing,"GRAN OLSEN/GRANGARD, Halfdan",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"HANSEN, Hans Egil",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"KRAAKENES, Harald",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"KRAAKENES, Thorstein",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"LEPSOË, Kristoffer",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"MONSSEN, Carl Henrik",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"MONSSEN, Sigurd",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"NAESS, Leif",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"PEDERSEN, Thor",NOR,Men,Eight With Coxswain (8+),Bronze
1948,London,GBR,Rowing,Rowing,"AHLGREN, George Lewis",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"BROWN, David Preston",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"BUTLER, Lloyd Lemarr",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"HARDY, James Herbert",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"PURCHASE, Ralph Kenneth",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"SMITH, Justus Ketcham",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"STACK, John Charles",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"TURNER, David Lindsay",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"TURNER, Ian Gordon",USA,Men,Eight With Coxswain (8+),Gold
1948,London,GBR,Rowing,Rowing,"BARTON, Christopher Bertram",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"BIRCHER, Ernest Augustus Paul",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"DEARLOVE, Jack G.",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"LAPAGE, Michael Clement",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"LLOYD, Charles Brian Murray",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"MASSEY, Paul Mackintosh O.",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"MELLOWS, Alfred Paul",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"MEYRICK, David John Charlton",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"RICHARDSON, Guy Colquhoun",GBR,Men,Eight With Coxswain (8+),Silver
1948,London,GBR,Rowing,Rowing,"GATES, Gregory Crozier",USA,Men,Four Without Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"GRIFFING, Stuart Lane",USA,Men,Four Without Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"KINGSBURY, Frederick John Iv",USA,Men,Four Without Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"PEREW, Roben Strahan",USA,Men,Four Without Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"FAGGI, Francesco",ITA,Men,Four Without Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"INVERNIZZI, Giovanni",ITA,Men,Four Without Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"MOIOLI, Giuseppe",ITA,Men,Four Without Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"MORILLE, Elio",ITA,Men,Four Without Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"HALKJAER, Helge",DEN,Men,Four Without Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"HANSEN, Aksel Bonde",DEN,Men,Four Without Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"LARSEN, Ib Storm",DEN,Men,Four Without Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"SCHRÖDER, Helge Muxoll",DEN,Men,Four Without Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"KNUDSEN, Harry Madsen",DEN,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"LARSEN, Erik Christian",DEN,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"LARSEN, Henry Christian",DEN,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"NIELSEN, Börge Daniel Raahauge",DEN,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"OLSEN, Jörgen Ib",DEN,Men,Four-Oared Shell With Coxswain (4-),Bronze
1948,London,GBR,Rowing,Rowing,"GIOVANELLI, Gordon Stephen",USA,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"MARTIN, Robert Doud",USA,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"MORGAN, Allan Jerome",USA,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"WESTLUND, Warren Dehaven",USA,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"WILL, Robert Ide",USA,Men,Four-Oared Shell With Coxswain (4-),Gold
1948,London,GBR,Rowing,Rowing,"KNECHT, Emile A.",SUI,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"MOCCAND, Andre",SUI,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"REICHLING, Rudolf",SUI,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"SCHRIEVER, Erich",SUI,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"STEBLER, Pierre Armand",SUI,Men,Four-Oared Shell With Coxswain (4-),Silver
1948,London,GBR,Rowing,Rowing,"SZENDEY, Antal",HUN,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1948,London,GBR,Rowing,Rowing,"ZIMONYI, Robert",HUN,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1948,London,GBR,Rowing,Rowing,"ZSITNIK SR., Bela",HUN,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1948,London,GBR,Rowing,Rowing,"ANDERSEN, Carl-Ebbe",DEN,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,GBR,Rowing,Rowing,"HENRIKSEN, Tage",DEN,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,GBR,Rowing,Rowing,"PEDERSEN, Finn",DEN,Men,Pair-Oared Shell With Coxswain (2+),Gold
1948,London,GBR,Rowing,Rowing,"RADI, Alberto",ITA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1948,London,GBR,Rowing,Rowing,"STEFFE, Giovanni",ITA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1948,London,GBR,Rowing,Rowing,"TARLAO, Aldo",ITA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1948,London,GBR,Rowing,Rowing,"CATASTA, Romolo",ITA,Men,Single Sculls (1X),Bronze
1948,London,GBR,Rowing,Rowing,"WOOD, Merwyn Thomas",AUS,Men,Single Sculls (1X),Gold
1948,London,GBR,Rowing,Rowing,"RISSO, Eduardo G.",URU,Men,Single Sculls (1X),Silver
1948,London,GBR,Sailing,Sailing,"AMELN, Carl-Robert",SWE,Men,6M,Bronze
1948,London,GBR,Sailing,Sailing,"HINDORFF, Martin",SWE,Men,6M,Bronze
1948,London,GBR,Sailing,Sailing,"HOLM, Tore",SWE,Men,6M,Bronze
1948,London,GBR,Sailing,Sailing,"LORD, Torsten",SWE,Men,6M,Bronze
1948,London,GBR,Sailing,Sailing,"SALEN, Gösta",SWE,Men,6M,Bronze
1948,London,GBR,Sailing,Sailing,"LOOMIS, Alfred Lee Jr.",USA,Men,6M,Gold
1948,London,GBR,Sailing,Sailing,"MOONEY, Michael Macdonald",USA,Men,6M,Gold
1948,London,GBR,Sailing,Sailing,"SMITH, James Hopkins Jr.",USA,Men,6M,Gold
1948,London,GBR,Sailing,Sailing,"WEEKES, James Higgonson",USA,Men,6M,Gold
1948,London,GBR,Sailing,Sailing,"WHITON, Herman Frasch",USA,Men,6M,Gold
1948,London,GBR,Sailing,Sailing,"HOMP, Emilio C.",ARG,Men,6M,Silver
1948,London,GBR,Sailing,Sailing,"RIVADEMAR, Rodolfo",ARG,Men,6M,Silver
1948,London,GBR,Sailing,Sailing,"RODRIGUEZ DE LA TORRE, Rufino",ARG,Men,6M,Silver
1948,London,GBR,Sailing,Sailing,"SIEBURGER JR., Enrique Conrado",ARG,Men,6M,Silver
1948,London,GBR,Sailing,Sailing,"SIEBURGER SR., Enrique Conrado",ARG,Men,6M,Silver
1948,London,GBR,Sailing,Sailing,"SIEBURGER, Julio Christian",ARG,Men,6M,Silver
1948,London,GBR,Sailing,Sailing,"BAESS, Klaus Baard",DEN,Men,Dragon,Bronze
1948,London,GBR,Sailing,Sailing,"BERNTSEN, Ole Valdemar Henrik",DEN,Men,Dragon,Bronze
1948,London,GBR,Sailing,Sailing,"BERNTSEN, William Eldred",DEN,Men,Dragon,Bronze
1948,London,GBR,Sailing,Sailing,"BARFOD, Haakon",NOR,Men,Dragon,Gold
1948,London,GBR,Sailing,Sailing,"LIE, Sigve",NOR,Men,Dragon,Gold
1948,London,GBR,Sailing,Sailing,"THORVALDSEN, Thor",NOR,Men,Dragon,Gold
1948,London,GBR,Sailing,Sailing,"BOHLIN, Folke",SWE,Men,Dragon,Silver
1948,London,GBR,Sailing,Sailing,"BRODIN, Gösta",SWE,Men,Dragon,Silver
1948,London,GBR,Sailing,Sailing,"JOHNSON, Hugo",SWE,Men,Dragon,Silver
1948,London,GBR,Sailing,Sailing,"DE JONG, Jacobus Hermanus Hendrik",NED,Men,Firefly Class,Bronze
1948,London,GBR,Sailing,Sailing,"ELVSTROM, Paul",DEN,Men,Firefly Class,Gold
1948,London,GBR,Sailing,Sailing,"EVANS, Ralph Liggett Jr.",USA,Men,Firefly Class,Silver
1948,London,GBR,Sailing,Sailing,"PIRIE, Lockwood Masters",USA,Men,Swallow (Golondrina),Bronze
1948,London,GBR,Sailing,Sailing,"TORREY, Owen Cates Jr.",USA,Men,Swallow (Golondrina),Bronze
1948,London,GBR,Sailing,Sailing,"BOND, David John Were",GBR,Men,Swallow (Golondrina),Gold
1948,London,GBR,Sailing,Sailing,"MORRIS, Stewart Harold",GBR,Men,Swallow (Golondrina),Gold
1948,London,GBR,Sailing,Sailing,"BELLO, Duarte M.D'Almeida",POR,Men,Swallow (Golondrina),Silver
1948,London,GBR,Sailing,Sailing,"BELLO, Fernando Pinto Coelho",POR,Men,Swallow (Golondrina),Silver
1948,London,GBR,Sailing,Sailing,"MAAS, Adriaan Lambertus Joseph",NED,Men,Two-Person Keelboat Open (Star),Bronze
1948,London,GBR,Sailing,Sailing,"STUTTERHEIM, Edward",NED,Men,Two-Person Keelboat Open (Star),Bronze
1948,London,GBR,Sailing,Sailing,"SMART, Hilary Hurlburt",USA,Men,Two-Person Keelboat Open (Star),Gold
1948,London,GBR,Sailing,Sailing,"SMART, Paul Hurlburt",USA,Men,Two-Person Keelboat Open (Star),Gold
1948,London,GBR,Sailing,Sailing,"DE CARDENAS CULMELL, Carlos",CUB,Men,Two-Person Keelboat Open (Star),Silver
1948,London,GBR,Sailing,Sailing,"DE CARDENAS PLA, Carlos",CUB,Men,Two-Person Keelboat Open (Star),Silver
1948,London,GBR,Shooting,Shooting,"LUNDQUIST, Sven",SWE,Men,25M Rapid Fire Pistol (60 Shots),Bronze
1948,London,GBR,Shooting,Shooting,"TAKACS, Karoly",HUN,Men,25M Rapid Fire Pistol (60 Shots),Gold
1948,London,GBR,Shooting,Shooting,"DIAZ SAENZ VALIENTE, Carlos Enrique",ARG,Men,25M Rapid Fire Pistol (60 Shots),Silver
1948,London,GBR,Shooting,Shooting,"RÖGEBERG, Willy",NOR,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze
1948,London,GBR,Shooting,Shooting,"GRÜNIG, Emil",SUI,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold
1948,London,GBR,Shooting,Shooting,"JANHONEN, Pauli Aapeli",FIN,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver
1948,London,GBR,Shooting,Shooting,"ULLMAN, Torsten",SWE,Men,50M Pistol (60 Shots),Bronze
1948,London,GBR,Shooting,Shooting,"VASQUEZ CAM, Edwin",PER,Men,50M Pistol (60 Shots),Gold
1948,London,GBR,Shooting,Shooting,"SCHNYDER, Rudolf",SUI,Men,50M Pistol (60 Shots),Silver
1948,London,GBR,Shooting,Shooting,"JONSSON, Jonas",SWE,Men,50M Rifle Prone (60 Shots),Bronze
1948,London,GBR,Shooting,Shooting,"COOK, Arthur Edwin",USA,Men,50M Rifle Prone (60 Shots),Gold
1948,London,GBR,Shooting,Shooting,"TOMSEN, Walter",USA,Men,50M Rifle Prone (60 Shots),Silver
1948,London,GBR,Weightlifting,Weightlifting,"TOM, Richard Watt Sung",USA,Men,"- 56KG, Total (Bantamweight)",Bronze
1948,London,GBR,Weightlifting,Weightlifting,"DE PIETRO, Joseph Nicholas",USA,Men,"- 56KG, Total (Bantamweight)",Gold
1948,London,GBR,Weightlifting,Weightlifting,"CREUS, Julian",GBR,Men,"- 56KG, Total (Bantamweight)",Silver
1948,London,GBR,Weightlifting,Weightlifting,"CHARITE, Abraham",NED,Men,"+ 82.5KG, Total (Heavyweight)",Bronze
1948,London,GBR,Weightlifting,Weightlifting,"DAVIS, John Henry Jr.",USA,Men,"+ 82.5KG, Total (Heavyweight)",Gold
1948,London,GBR,Weightlifting,Weightlifting,"SCHEMANSKY, Norbert",USA,Men,"+ 82.5KG, Total (Heavyweight)",Silver
1948,London,GBR,Weightlifting,Weightlifting,"SALMASSI, Jafar Mohammad",IRI,Men,"56 - 60KG, Total (Featherweight)",Bronze
1948,London,GBR,Weightlifting,Weightlifting,"FAYAD, Mahmoud",EGY,Men,"56 - 60KG, Total (Featherweight)",Gold
1948,London,GBR,Weightlifting,Weightlifting,"WILKES, Rodney Adolphus",TRI,Men,"56 - 60KG, Total (Featherweight)",Silver
1948,London,GBR,Weightlifting,Weightlifting,"HALLIDAY, James",GBR,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
1948,London,GBR,Weightlifting,Weightlifting,"SHAMS, Ibrahim Hassanein",EGY,Men,"60 - 67.5KG, Total (Lightweight)",Gold
1948,London,GBR,Weightlifting,Weightlifting,"HAMOUDA, Attia Mohamed",EGY,Men,"60 - 67.5KG, Total (Lightweight)",Silver
1948,London,GBR,Weightlifting,Weightlifting,"KIM, Sung-Jip",KOR,Men,"67.5 - 75KG, Total (Middleweight)",Bronze
1948,London,GBR,Weightlifting,Weightlifting,"SPELLMAN, Frank Isaac",USA,Men,"67.5 - 75KG, Total (Middleweight)",Gold
1948,London,GBR,Weightlifting,Weightlifting,"GEORGE, Peter T.",USA,Men,"67.5 - 75KG, Total (Middleweight)",Silver
1948,London,GBR,Weightlifting,Weightlifting,"MAGNUSSON, Gösta",SWE,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze
1948,London,GBR,Weightlifting,Weightlifting,"STANCZYK, Stanley Anthony",USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold
1948,London,GBR,Weightlifting,Weightlifting,"SAKATA, Harold Toshiyuki",USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver
1948,London,GBR,Wrestling,Wrestling Free.,"JOHANSSON, Thure",SWE,Men,- 52KG (Flyweight),Bronze
1948,London,GBR,Wrestling,Wrestling Free.,"VIITALA, Lenni",FIN,Men,- 52KG (Flyweight),Gold
1948,London,GBR,Wrestling,Wrestling Free.,"BALAMIR, Halit",TUR,Men,- 52KG (Flyweight),Silver
1948,London,GBR,Wrestling,Wrestling Free.,"ARMSTRONG, Joseph",AUS,Men,+ 87KG (Heavyweight),Bronze
1948,London,GBR,Wrestling,Wrestling Free.,"BOBIS, Gyula",HUN,Men,+ 87KG (Heavyweight),Gold
1948,London,GBR,Wrestling,Wrestling Free.,"ANTONSSON, Bertil",SWE,Men,+ 87KG (Heavyweight),Silver
1948,London,GBR,Wrestling,Wrestling Free.,"KOUYOS, Charles",FRA,Men,52 - 57KG (Bantamweight),Bronze
1948,London,GBR,Wrestling,Wrestling Free.,"AKAR, Nazuh",TUR,Men,52 - 57KG (Bantamweight),Gold
1948,London,GBR,Wrestling,Wrestling Free.,"LEEMAN, Gerald Grant",USA,Men,52 - 57KG (Bantamweight),Silver
1948,London,GBR,Wrestling,Wrestling Free.,"MÜLLER, Adolf",SUI,Men,57 - 63KG (Featherweight),Bronze
1948,London,GBR,Wrestling,Wrestling Free.,"BILGE, Gazanfer",TUR,Men,57 - 63KG (Featherweight),Gold
1948,London,GBR,Wrestling,Wrestling Free.,"SJÖLIN, Ivar",SWE,Men,57 - 63KG (Featherweight),Silver
1948,London,GBR,Wrestling,Wrestling Free.,"BAUMANN, Hermann",SUI,Men,63 - 67KG (Lightweight),Bronze
1948,London,GBR,Wrestling,Wrestling Free.,"ATIK, Celal",TUR,Men,63 - 67KG (Lightweight),Gold
1948,London,GBR,Wrestling,Wrestling Free.,"FRÄNDFORS-JÖNSSON, Gösta",SWE,Men,63 - 67KG (Lightweight),Silver
1948,London,GBR,Wrestling,Wrestling Free.,"MERRILL, Leland Gilbert Jr.",USA,Men,67 - 73KG (Welterweight),Bronze
1948,London,GBR,Wrestling,Wrestling Free.,"DOGU, Yasar",TUR,Men,67 - 73KG (Welterweight),Gold
1948,London,GBR,Wrestling,Wrestling Free.,"GARRARD, Richard Edward",AUS,Men,67 - 73KG (Welterweight),Silver
1948,London,GBR,Wrestling,Wrestling Free.,"LINDEN, Erik",SWE,Men,73 - 79KG (Middleweight),Bronze
1948,London,GBR,Wrestling,Wrestling Free.,"BRAND, Glen",USA,Men,73 - 79KG (Middleweight),Gold
1948,London,GBR,Wrestling,Wrestling Free.,"CANDEMIR, Adil",TUR,Men,73 - 79KG (Middleweight),Silver
1948,London,GBR,Wrestling,Wrestling Free.,"FAHLKVIST, Bengt",SWE,Men,79 - 87KG (Light-Heavyweight),Bronze
1948,London,GBR,Wrestling,Wrestling Free.,"WITTENBERG, Henry",USA,Men,79 - 87KG (Light-Heavyweight),Gold
1948,London,GBR,Wrestling,Wrestling Free.,"STÖCKLI, Fritz",SUI,Men,79 - 87KG (Light-Heavyweight),Silver
1948,London,GBR,Wrestling,Wrestling Gre-R,"KANGASMÄKI, Reino",FIN,Men,- 52KG (Flyweight),Bronze
1948,London,GBR,Wrestling,Wrestling Gre-R,"LOMBARDI, Pietro",ITA,Men,- 52KG (Flyweight),Gold
1948,London,GBR,Wrestling,Wrestling Gre-R,"OLCAY, Kenan",TUR,Men,- 52KG (Flyweight),Silver
1948,London,GBR,Wrestling,Wrestling Gre-R,"FANTONI, Guido",ITA,Men,+ 87KG (Super Heavyweight),Bronze
1948,London,GBR,Wrestling,Wrestling Gre-R,"KIREÇÇI, Ahmet",TUR,Men,+ 87KG (Super Heavyweight),Gold
1948,London,GBR,Wrestling,Wrestling Gre-R,"NILSSON, Tor",SWE,Men,+ 87KG (Super Heavyweight),Silver
1948,London,GBR,Wrestling,Wrestling Gre-R,"KAYA, Halil",TUR,Men,52 - 57KG (Bantamweight),Bronze
1948,London,GBR,Wrestling,Wrestling Gre-R,"PETERSEN, Kurt",SWE,Men,52 - 57KG (Bantamweight),Gold
1948,London,GBR,Wrestling,Wrestling Gre-R,"HASSAN ALI, Mahmoud",EGY,Men,52 - 57KG (Bantamweight),Silver
1948,London,GBR,Wrestling,Wrestling Gre-R,"TOTH, Ferenc",HUN,Men,57 - 61KG (Featherweight),Bronze
1948,London,GBR,Wrestling,Wrestling Gre-R,"OKTAV, Mehmet",TUR,Men,57 - 61KG (Featherweight),Gold
1948,London,GBR,Wrestling,Wrestling Gre-R,"ANDERBERG, Olle",SWE,Men,57 - 61KG (Featherweight),Silver
1948,London,GBR,Wrestling,Wrestling Gre-R,"FERENCZ, Karoly",HUN,Men,61 - 67KG (Lightweight),Bronze
1948,London,GBR,Wrestling,Wrestling Gre-R,"FREIJ, Gustav",SWE,Men,61 - 67KG (Lightweight),Gold
1948,London,GBR,Wrestling,Wrestling Gre-R,"ERIKSEN, Aage Ingvar",NOR,Men,61 - 67KG (Lightweight),Silver
1948,London,GBR,Wrestling,Wrestling Gre-R,"HANSEN, Christian Henrik",DEN,Men,67 - 73KG (Welterweight),Bronze
1948,London,GBR,Wrestling,Wrestling Gre-R,"ANDERSSON, Gösta",SWE,Men,67 - 73KG (Welterweight),Gold
1948,London,GBR,Wrestling,Wrestling Gre-R,"SZILVASI, Miklos",HUN,Men,67 - 73KG (Welterweight),Silver
1948,London,GBR,Wrestling,Wrestling Gre-R,"GALLEGATI, Ercole",ITA,Men,73 - 79KG (Middleweight),Bronze
1948,London,GBR,Wrestling,Wrestling Gre-R,"GRÖNBERG, Axel",SWE,Men,73 - 79KG (Middleweight),Gold
1948,London,GBR,Wrestling,Wrestling Gre-R,"TAYFUR, Muhlis",TUR,Men,73 - 79KG (Middleweight),Silver
1948,London,GBR,Wrestling,Wrestling Gre-R,"ORABI, Ibrahim",EGY,Men,79 - 87KG (Light-Heavyweight),Bronze
1948,London,GBR,Wrestling,Wrestling Gre-R,"NILSSON, Karl-Erik",SWE,Men,79 - 87KG (Light-Heavyweight),Gold
1948,London,GBR,Wrestling,Wrestling Gre-R,"GRÖNDAHL, Kelpo Olavi",FIN,Men,79 - 87KG (Light-Heavyweight),Silver
1952,Helsinki,FIN,Aquatics,Diving,"HAASE, Günther",GER,Men,10M Platform,Bronze
1952,Helsinki,FIN,Aquatics,Diving,"LEE, Samuel",USA,Men,10M Platform,Gold
1952,Helsinki,FIN,Aquatics,Diving,"CAPILLA PEREZ, Joaquin",MEX,Men,10M Platform,Silver
1952,Helsinki,FIN,Aquatics,Diving,"STOVER-IRWIN, Juno Roslays",USA,Women,10M Platform,Bronze
1952,Helsinki,FIN,Aquatics,Diving,"MCCORMICK, Patricia",USA,Women,10M Platform,Gold
1952,Helsinki,FIN,Aquatics,Diving,"MYERS-POPE, Paula Jean",USA,Women,10M Platform,Silver
1952,Helsinki,FIN,Aquatics,Diving,"CLOTWORTHY, Robert Lynn",USA,Men,3M Springboard,Bronze
1952,Helsinki,FIN,Aquatics,Diving,"BROWNING, David Grieg Jr.",USA,Men,3M Springboard,Gold
1952,Helsinki,FIN,Aquatics,Diving,"ANDERSON, Miller Altman",USA,Men,3M Springboard,Silver
1952,Helsinki,FIN,Aquatics,Diving,"OLSEN-JENSEN, Zoe-Ann",USA,Women,3M Springboard,Bronze
1952,Helsinki,FIN,Aquatics,Diving,"MCCORMICK, Patricia",USA,Women,3M Springboard,Gold
1952,Helsinki,FIN,Aquatics,Diving,"MOREAU, Madeleine",FRA,Women,3M Springboard,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"TAYLOR, Jack George Neil",USA,Men,100M Backstroke,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"OYAKAWA, Yoshinobu",USA,Men,100M Backstroke,Gold
1952,Helsinki,FIN,Aquatics,Swimming,"BOZON, Gilbert",FRA,Men,100M Backstroke,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"STEWART, Jean",NZL,Women,100M Backstroke,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"HARRISON, Joan Cynthia",RSA,Women,100M Backstroke,Gold
1952,Helsinki,FIN,Aquatics,Swimming,"WIELEMA, Geertje",NED,Women,100M Backstroke,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"LARSSON, Göran",SWE,Men,100M Freestyle,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"SCHOLES, Clark Currie",USA,Men,100M Freestyle,Gold
1952,Helsinki,FIN,Aquatics,Swimming,"SUZUKI, Hiroshi",JPN,Men,100M Freestyle,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"TEMES, Judith",HUN,Women,100M Freestyle,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"SZÖKE, Katalin",HUN,Women,100M Freestyle,Gold
1952,Helsinki,FIN,Aquatics,Swimming,"TERMEULEN, Johanna Maria",NED,Women,100M Freestyle,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"OKAMOTO, Tetsuo",BRA,Men,1500M Freestyle,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,1500M Freestyle,Gold
1952,Helsinki,FIN,Aquatics,Swimming,"HASHIZUME, Shiro",JPN,Men,1500M Freestyle,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"KLEIN, Herbert",GER,Men,200M Breaststroke,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"DAVIES, John Griffith",AUS,Men,200M Breaststroke,Gold
1952,Helsinki,FIN,Aquatics,Swimming,"STASSFORTH, Bowen Dow",USA,Men,200M Breaststroke,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"GORDON-MCKAY, Helen Orr",GBR,Women,200M Breaststroke,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"SZEKELY, Eva",HUN,Women,200M Breaststroke,Gold
1952,Helsinki,FIN,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,200M Breaststroke,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"ÖSTRAND, Per-Olof",SWE,Men,400M Freestyle,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"BOITEUX, Jean",FRA,Men,400M Freestyle,Gold
1952,Helsinki,FIN,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,400M Freestyle,Silver
1952,Helsinki,FIN,Aquatics,Swimming,"KAWAMOTO, Evelyn Tokue",USA,Women,400M Freestyle,Bronze
1952,Helsinki,FIN,Aquatics,Swimming,"GYENGE, Valeria",HUN,Women,400M Freestyle,Gold
